"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2015_100","2015=100",100.4916,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2015_100","2015=100",101.1916,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2015_100","2015=100",103.3914,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2015_100","2015=100",101.0916,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2015_100","2015=100",99.79169,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2015_100","2015=100",102.9914,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2015_100","2015=100",104.6913,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2015_100","2015=100",102.8914,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2015_100","2015=100",102.6914,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2015_100","2015=100",99.99167,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2015_100","2015=100",104.7913,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2015_100","2015=100",101.5915,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2015_100","2015=100",105.4912,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2015_100","2015=100",104.8913,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2015_100","2015=100",105.1912,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2015_100","2015=100",105.6912,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2015_100","2015=100",104.1913,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2015_100","2015=100",107.0911,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2015_100","2015=100",108.391,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2015_100","2015=100",109.1909,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2015_100","2015=100",110.3908,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2017-05","May-2017","IDX","Index","0","Units","2015_100","2015=100",114.7904,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units","2015_100","2015=100",110.8908,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units","2015_100","2015=100",110.3908,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units","2015_100","2015=100",112.0907,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units","2015_100","2015=100",111.7907,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2017-10","Oct-2017","IDX","Index","0","Units","2015_100","2015=100",110.5908,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2017-11","Nov-2017","IDX","Index","0","Units","2015_100","2015=100",114.1905,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2017-12","Dec-2017","IDX","Index","0","Units","2015_100","2015=100",115.8903,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2018-01","Jan-2018","IDX","Index","0","Units","2015_100","2015=100",117.0902,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2018-02","Feb-2018","IDX","Index","0","Units","2015_100","2015=100",112.7906,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2018-03","Mar-2018","IDX","Index","0","Units","2015_100","2015=100",112.9906,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units","2015_100","2015=100",113.0906,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2018-05","May-2018","IDX","Index","0","Units","2015_100","2015=100",115.2904,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units","2015_100","2015=100",117.3902,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units","2015_100","2015=100",116.3903,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units","2015_100","2015=100",114.2905,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units","2015_100","2015=100",115.2904,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units","2015_100","2015=100",114.1905,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units","2015_100","2015=100",116.2903,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units","2015_100","2015=100",115.1904,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2015_100","2015=100",114.5905,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2015_100","2015=100",114.2905,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2015_100","2015=100",116.4903,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2015_100","2015=100",117.5902,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2015_100","2015=100",118.7901,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2015_100","2015=100",114.6904,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2015_100","2015=100",114.9904,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2015_100","2015=100",114.0905,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2015_100","2015=100",114.2905,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2015_100","2015=100",113.4905,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2015_100","2015=100",112.7906,,
"PRMNTO01","Production in total manufacturing sa, Index","CZE","Czech Republic","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2015_100","2015=100",111.6907,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2010_100","2010=100",97.79185,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2010_100","2010=100",98.19182,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2010_100","2010=100",98.29181,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2010_100","2010=100",98.29181,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2010_100","2010=100",99.6917,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2010_100","2010=100",99.19173,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2010_100","2010=100",100.0917,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2010_100","2010=100",99.99167,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2010_100","2010=100",100.8916,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2010_100","2010=100",102.4915,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2010_100","2010=100",101.3915,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2010_100","2010=100",103.5914,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2010_100","2010=100",103.5914,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2010_100","2010=100",103.0914,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2010_100","2010=100",102.5915,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2010_100","2010=100",103.5914,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2010_100","2010=100",103.5914,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2010_100","2010=100",104.6913,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2010_100","2010=100",104.7913,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2010_100","2010=100",105.5912,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2010_100","2010=100",105.4912,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2010_100","2010=100",106.8911,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2010_100","2010=100",106.7911,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2010_100","2010=100",106.1912,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2010_100","2010=100",106.8911,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2010_100","2010=100",108.291,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2010_100","2010=100",109.5909,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2010_100","2010=100",109.4909,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2017-05","May-2017","IDX","Index","0","Units","2010_100","2010=100",110.5908,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units","2010_100","2010=100",111.3907,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units","2010_100","2010=100",110.7908,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units","2010_100","2010=100",111.5907,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units","2010_100","2010=100",113.3905,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2017-10","Oct-2017","IDX","Index","0","Units","2010_100","2010=100",111.8907,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2017-11","Nov-2017","IDX","Index","0","Units","2010_100","2010=100",113.9905,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2017-12","Dec-2017","IDX","Index","0","Units","2010_100","2010=100",113.5905,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2018-01","Jan-2018","IDX","Index","0","Units","2010_100","2010=100",114.7904,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2018-02","Feb-2018","IDX","Index","0","Units","2010_100","2010=100",114.6904,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2018-03","Mar-2018","IDX","Index","0","Units","2010_100","2010=100",114.0905,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units","2010_100","2010=100",115.6904,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2018-05","May-2018","IDX","Index","0","Units","2010_100","2010=100",116.7903,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units","2010_100","2010=100",115.4904,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units","2010_100","2010=100",116.7903,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units","2010_100","2010=100",116.7903,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units","2010_100","2010=100",117.4902,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units","2010_100","2010=100",117.5902,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units","2010_100","2010=100",118.8901,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units","2010_100","2010=100",119.1901,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2010_100","2010=100",119.79,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2010_100","2010=100",120.6899,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2010_100","2010=100",120.9899,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2010_100","2010=100",121.9898,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2010_100","2010=100",120.39,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2010_100","2010=100",122.9898,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2010_100","2010=100",121.9898,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2010_100","2010=100",122.5898,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2010_100","2010=100",123.1897,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2010_100","2010=100",123.0897,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2010_100","2010=100",123.0897,,
"SLRTTO01","Total retail trade (Volume) sa, Index","CZE","Czech Republic","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2010_100","2010=100",124.6896,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2010_100","2010=100",91.67599,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2010_100","2010=100",97.24732,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2010_100","2010=100",96.80972,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2010_100","2010=100",96.42211,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2010_100","2010=100",95.51138,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2010_100","2010=100",94.15591,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2010_100","2010=100",115.5691,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2010_100","2010=100",107.4395,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2010_100","2010=100",99.60568,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2010_100","2010=100",99.06541,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2010_100","2010=100",105.2871,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2010_100","2010=100",103.0068,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2010_100","2010=100",105.699,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2010_100","2010=100",107.8978,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2010_100","2010=100",105.0635,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2010_100","2010=100",109.1277,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2010_100","2010=100",121.8151,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2010_100","2010=100",114.0088,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2010_100","2010=100",111.0897,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2010_100","2010=100",113.0669,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2010_100","2010=100",110.8481,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2010_100","2010=100",115.2946,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2010_100","2010=100",113.7775,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2010_100","2010=100",120.233,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2010_100","2010=100",119.2547,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2010_100","2010=100",119.1181,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2010_100","2010=100",118.1885,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2010_100","2010=100",118.828,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2017-05","May-2017","IDX","Index","0","Units","2010_100","2010=100",128.2764,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units","2010_100","2010=100",118.3795,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units","2010_100","2010=100",116.9585,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units","2010_100","2010=100",112.3945,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units","2010_100","2010=100",118.4022,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2017-10","Oct-2017","IDX","Index","0","Units","2010_100","2010=100",115.6922,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2017-11","Nov-2017","IDX","Index","0","Units","2010_100","2010=100",112.4396,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2017-12","Dec-2017","IDX","Index","0","Units","2010_100","2010=100",114.8462,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2018-01","Jan-2018","IDX","Index","0","Units","2010_100","2010=100",126.5554,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2018-02","Feb-2018","IDX","Index","0","Units","2010_100","2010=100",117.6303,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2018-03","Mar-2018","IDX","Index","0","Units","2010_100","2010=100",118.9261,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units","2010_100","2010=100",116.0781,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2018-05","May-2018","IDX","Index","0","Units","2010_100","2010=100",121.2442,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units","2010_100","2010=100",121.027,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units","2010_100","2010=100",123.352,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units","2010_100","2010=100",147.5932,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units","2010_100","2010=100",89.196,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units","2010_100","2010=100",93.39034,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units","2010_100","2010=100",94.49615,,
"SLRTCR03","Passenger car registrations sa, Index","CZE","Czech Republic","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units","2010_100","2010=100",84.31518,,
"PRCNTO01","Production of total construction sa, Index","CZE","Czech Republic","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2015_100","2015=100",101.0168,,
"PRCNTO01","Production of total construction sa, Index","CZE","Czech Republic","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2015_100","2015=100",100.0167,,
"PRCNTO01","Production of total construction sa, Index","CZE","Czech Republic","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2015_100","2015=100",101.7169,,
"PRCNTO01","Production of total construction sa, Index","CZE","Czech Republic","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2015_100","2015=100",103.9173,,
"PRCNTO01","Production of total construction sa, Index","CZE","Czech Republic","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2015_100","2015=100",101.0168,,
"PRCNTO01","Production of total construction sa, Index","CZE","Czech Republic","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2015_100","2015=100",101.817,,
