"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2010_100","2010=100",102.3768,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2010_100","2010=100",102.1953,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2010_100","2010=100",106.0745,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2010_100","2010=100",94.42778,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2010_100","2010=100",98.55822,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2010_100","2010=100",101.4391,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2010_100","2010=100",99.74034,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2010_100","2010=100",98.63967,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2010_100","2010=100",103.1122,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2010_100","2010=100",95.64946,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2010_100","2010=100",97.32956,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2010_100","2010=100",98.77231,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2010_100","2010=100",93.57144,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2010_100","2010=100",95.97524,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2010_100","2010=100",97.71817,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2010_100","2010=100",95.59594,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2010_100","2010=100",91.17229,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2010_100","2010=100",97.76006,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2010_100","2010=100",93.42018,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2010_100","2010=100",92.75,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2010_100","2010=100",93.38993,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2010_100","2010=100",91.32122,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2010_100","2010=100",90.70689,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2010_100","2010=100",95.00488,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2010_100","2010=100",91.23978,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2010_100","2010=100",87.72599,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2010_100","2010=100",86.04123,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2010_100","2010=100",88.60327,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2017-05","May-2017","IDX","Index","0","Units","2010_100","2010=100",91.77964,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units","2010_100","2010=100",90.33922,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units","2010_100","2010=100",88.01919,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units","2010_100","2010=100",84.78697,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units","2010_100","2010=100",85.63168,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2017-10","Oct-2017","IDX","Index","0","Units","2010_100","2010=100",86.19714,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2017-11","Nov-2017","IDX","Index","0","Units","2010_100","2010=100",84.6776,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2017-12","Dec-2017","IDX","Index","0","Units","2010_100","2010=100",84.56125,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2018-01","Jan-2018","IDX","Index","0","Units","2010_100","2010=100",83.30177,"E","Estimated value"
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2018-02","Feb-2018","IDX","Index","0","Units","2010_100","2010=100",87.23762,"E","Estimated value"
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2018-03","Mar-2018","IDX","Index","0","Units","2010_100","2010=100",79.294,"E","Estimated value"
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units","2010_100","2010=100",75.37599,"E","Estimated value"
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2018-05","May-2018","IDX","Index","0","Units","2010_100","2010=100",77.06402,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units","2010_100","2010=100",73.82664,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units","2010_100","2010=100",69.92545,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units","2010_100","2010=100",73.46706,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units","2010_100","2010=100",68.21498,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units","2010_100","2010=100",66.01588,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units","2010_100","2010=100",66.73046,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units","2010_100","2010=100",62.43762,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2010_100","2010=100",104.9341,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2010_100","2010=100",98.59109,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2010_100","2010=100",101.4589,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2010_100","2010=100",99.44949,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2010_100","2010=100",106.91,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2010_100","2010=100",97.2574,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2010_100","2010=100",95.2728,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2010_100","2010=100",97.00585,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2010_100","2010=100",98.30279,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2010_100","2010=100",112.2461,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2010_100","2010=100",90.04356,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2010_100","2010=100",98.52788,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2010_100","2010=100",99.6472,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2010_100","2010=100",96.12868,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2010_100","2010=100",100.5673,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2010_100","2010=100",104.9968,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2010_100","2010=100",100.9231,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2010_100","2010=100",91.55089,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2010_100","2010=100",110.1218,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2010_100","2010=100",105.0837,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2010_100","2010=100",94.33033,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2010_100","2010=100",86.07859,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2010_100","2010=100",88.5489,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2010_100","2010=100",93.43027,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2010_100","2010=100",87.52391,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2010_100","2010=100",93.17696,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2010_100","2010=100",78.89098,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2010_100","2010=100",95.49313,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2017-05","May-2017","IDX","Index","0","Units","2010_100","2010=100",85.9346,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units","2010_100","2010=100",93.25058,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units","2010_100","2010=100",97.68874,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units","2010_100","2010=100",94.72485,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units","2010_100","2010=100",100.2869,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2017-10","Oct-2017","IDX","Index","0","Units","2010_100","2010=100",99.37421,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2017-11","Nov-2017","IDX","Index","0","Units","2010_100","2010=100",109.0722,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2017-12","Dec-2017","IDX","Index","0","Units","2010_100","2010=100",93.40581,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2018-01","Jan-2018","IDX","Index","0","Units","2010_100","2010=100",99.86925,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2018-02","Feb-2018","IDX","Index","0","Units","2010_100","2010=100",92.89468,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2018-03","Mar-2018","IDX","Index","0","Units","2010_100","2010=100",101.8327,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units","2010_100","2010=100",88.49416,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2018-05","May-2018","IDX","Index","0","Units","2010_100","2010=100",91.60681,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units","2010_100","2010=100",98.11913,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units","2010_100","2010=100",92.65721,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units","2010_100","2010=100",83.38065,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units","2010_100","2010=100",84.55701,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units","2010_100","2010=100",85.16652,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units","2010_100","2010=100",73.31406,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units","2010_100","2010=100",70.86285,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2010_100","2010=100",73.33982,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2010_100","2010=100",79.7394,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2010_100","2010=100",73.73184,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2010_100","2010=100",72.98708,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2010_100","2010=100",75.39888,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2010_100","2010=100",73.93993,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2010_100","2010=100",67.28143,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2010_100","2010=100",71.94099,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2010_100","2010=100",71.78119,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2010_100","2010=100",69.44669,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2010_100","2010=100",74.44534,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2010_100","2010=100",78.04612,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2015_100","2015=100",100.4916,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2015_100","2015=100",99.79169,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2015_100","2015=100",100.1917,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2015_100","2015=100",100.0917,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2015_100","2015=100",99.29173,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2015_100","2015=100",100.1917,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2015_100","2015=100",99.99167,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2015_100","2015=100",99.89168,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2015_100","2015=100",99.79169,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2015_100","2015=100",100.4916,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2015_100","2015=100",101.0916,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2015_100","2015=100",98.59178,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2015_100","2015=100",102.2915,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2015_100","2015=100",101.9915,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2015_100","2015=100",102.4915,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2015_100","2015=100",102.1915,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2015_100","2015=100",101.3915,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2015_100","2015=100",101.0916,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2015_100","2015=100",100.6916,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2015_100","2015=100",103.1914,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2015_100","2015=100",102.7914,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2015_100","2015=100",103.2914,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2015_100","2015=100",104.5913,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2015_100","2015=100",103.6914,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2015_100","2015=100",102.3915,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2015_100","2015=100",104.9912,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2015_100","2015=100",105.9912,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2015_100","2015=100",106.2911,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2017-05","May-2017","IDX","Index","0","Units","2015_100","2015=100",107.1911,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units","2015_100","2015=100",107.3911,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units","2015_100","2015=100",108.491,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units","2015_100","2015=100",109.5909,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units","2015_100","2015=100",109.3909,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2017-10","Oct-2017","IDX","Index","0","Units","2015_100","2015=100",109.0909,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2017-11","Nov-2017","IDX","Index","0","Units","2015_100","2015=100",111.4907,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2017-12","Dec-2017","IDX","Index","0","Units","2015_100","2015=100",111.4907,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2018-01","Jan-2018","IDX","Index","0","Units","2015_100","2015=100",109.8908,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2018-02","Feb-2018","IDX","Index","0","Units","2015_100","2015=100",111.8907,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2018-03","Mar-2018","IDX","Index","0","Units","2015_100","2015=100",110.4908,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units","2015_100","2015=100",111.7907,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2018-05","May-2018","IDX","Index","0","Units","2015_100","2015=100",115.1904,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units","2015_100","2015=100",113.5905,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units","2015_100","2015=100",113.2906,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units","2015_100","2015=100",112.8906,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units","2015_100","2015=100",113.9905,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units","2015_100","2015=100",116.2903,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units","2015_100","2015=100",115.1904,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units","2015_100","2015=100",117.4902,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2015_100","2015=100",117.2902,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2015_100","2015=100",117.5902,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2015_100","2015=100",117.5902,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2015_100","2015=100",115.0904,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2015_100","2015=100",115.4904,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2015_100","2015=100",115.8903,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2015_100","2015=100",115.6904,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2015_100","2015=100",113.4905,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2015_100","2015=100",114.4905,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2015_100","2015=100",114.5905,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2015_100","2015=100",113.6905,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2015_100","2015=100",113.4905,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2015_100","2015=100",98.80824,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2015_100","2015=100",99.40829,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2015_100","2015=100",100.1083,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2015_100","2015=100",99.20827,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2015_100","2015=100",99.6083,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2015_100","2015=100",100.7084,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2015_100","2015=100",100.7084,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2015_100","2015=100",100.5084,,
